index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	mAm	13	mAM	asmax{2;eka}	asmax{2;eka}	karma,4	merI	unwo_Me				
2	hi	1	hi	hi{avya}	hi{avya}	sambanXaH,7	kyoMki	because				
3	pArWa	2	pArWa	pArWa{puM}{8;eka}	pArWa{puM}{8;eka}	samboXyaH,7	he_arjuna	O_son_oq_Prwha				
4	vyapASriwya	14	vyapASriwya	vyapASriwya	vi_apa_Af_Sri1{kqw_prawyayaH:lyap;vi_apa_Af_SriF;BvAxiH}	pUrvakAlaH,15	SaraNa_hokara	parwicularly_waking_shelwer				
5	ye	3	yeZpi	yax{puM}{1;bahu}/yax{swrI}{1;xvi}/yax{swrI}{2;xvi}/yax{napuM}{1;xvi}/yax{napuM}{2;xvi}	yax{puM}{1;bahu}	karwA,7;niwyasambanXaH,13	jo_(koI)	anyone				
6	api	4	0	api{avya}	api{avya}	sambanXaH,5	BI	also				
7	syuH	10	syuH	as2{karwari;viXilif;pra;bahu;parasmEpaxI;asaz;axAxiH}	as2{karwari;viXilif;pra;bahu;parasmEpaxI;asaz;axAxiH}	aBihiwa_karwA,5;akarmakaH	hoM	becomes				
8	pApa-yonayaH	5	pApayonayaH	pApa-yoni{puM}{1;bahu}/yoni{puM}{8;bahu}	pApa-yoni{puM}{1;bahu}	sup_samucciwam,12	pApayoni_cANdAlAxi	born_oq_a_loter_qamily	<pApa-yonayaH>Bs6			
9	swriyaH	6	swriyo	swrI{swrI}{1;bahu}/swrI{swrI}{2;bahu}/swrI{swrI}{8;bahu}	swrI{swrI}{1;bahu}	sup_samucciwam,12	swrI	tomen				
10	vESyAH	7	vESyAswaWA	vESya{puM}{1;bahu}/vESya{puM}{8;bahu}	vESya{puM}{1;bahu}	sup_samucciwam,12	vESya	mercanwile_people				
11	waWA	8	0	waWA{avya}	waWA{avya}	samuccayaxyowakaH,12	waWA	also				
12	SUxrAH	9	SUxrAsweZpi	SUxra{puM}{1;bahu}/SUxra{puM}{8;bahu}/SUxrA{swrI}{1;bahu}/SUxrA{swrI}{2;bahu}/SUxrA{swrI}{8;bahu}	SUxra{puM}{1;bahu}	karwqsamAnAXikaraNam,7	SUxra	loter-class_men				
13	we	11	0	wax{puM}{1;bahu}/wax{swrI}{1;xvi}/wax{swrI}{2;xvi}/wax{napuM}{1;xvi}/wax{napuM}{2;xvi}/yuRmax{4;eka}/yuRmax{6;eka}	wax{puM}{1;bahu}	karwA,15	ve	whey				
14	api	12	0	api{avya}	api{avya}	sambanXaH,13	BI	even				
15	yAnwi	17	yAnwi	yAw{napuM}{1;bahu}/yAw{napuM}{2;bahu}/yAw{napuM}{8;bahu}/yA1{karwari;lat;pra;bahu;parasmEpaxI;yA;axAxiH}	yA1{karwari;lat;pra;bahu;parasmEpaxI;yA;axAxiH}	aBihiwa_karwA,13;sakarmakaH	prApwa_howe_hEM	go				
16	parAm	15	parAM	parA{swrI}{2;eka}/parA{swrI}{2;eka}	parA{swrI}{2;eka}	viSeRaNam,17	parama	supreme				
17	gawim	16	gawim	gawi{swrI}{2;eka}	gawi{swrI}{2;eka}	karma,15	gawi_ko	xeswinawion				
18	kim	24	kiM	kim{napuM}{1;eka}/kim{napuM}{2;eka}	kim{napuM}{1;eka}	sambanXaH,24.1	kyA	hot_much				
19	punaH	18	punaH	punaH{avya}	punaH{avya}	sambanXaH,21	Pira					
20	brAhmaNAH	20	brAhmaNAH	brAhmaNa{puM}{1;bahu}/brAhmaNa{puM}{8;bahu}/brAhmaNA{swrI}{1;bahu}/brAhmaNA{swrI}{2;bahu}/brAhmaNA{swrI}{8;bahu}	brAhmaNa{puM}{1;bahu}	sup_samucciwam,22	brAhmaNa	brahmanas				
21	puNyAH	19	puNyA	puNyA{swrI}{1;bahu}/puNyA{swrI}{2;bahu}/puNyA{swrI}{8;bahu}/puN1{karwari;ASIrlif;ma;eka;parasmEpaxI;puNaz;wuxAxiH}	puNya{puM}{1;bahu}	viSeRaNam,20	puNyaSIla	righweous				
22	BakwAH	23	BakwA	Bakwa{puM}{1;bahu}/Bakwa{puM}{8;bahu}/BakwA{swrI}{1;bahu}/BakwA{swrI}{2;bahu}/BakwA{swrI}{8;bahu}	Bakwa{puM}{1;bahu}	karwA,24.1	Bakwajana ke prawi (paramagawiko prApwa karanevAle BakwoMke  prawi)  	xevowees				
23	rAja-qRayaH	22	rAjarRayaswaWA	rAjA-qRi{puM}{1;bahu}/qRi{puM}{8;bahu}	rAjan-qRi{puM}{1;bahu}	aBexaH,22	rAjarRi_ svarUpa	sainwly_kings	<rAja-qRayaH>K1			
24	waWA	21	0	waWA{avya}	waWA{avya}	sambanXaH,23	waWA	also				
24.1	(aswi)	25	(0)	(as2{karwari;lat;pra;eka;parasmEpaxI;asaz;axAxiH})	(as2{karwari;lat;pra;eka;parasmEpaxI;asaz;axAxiH})	aBihiwa_karwA,22;akarmakaH	 ( hE) (bola sakawe hE)	is				
24.2	(ca)	28	(0)	(ca{avya})	(ca{avya})	samuccayaxyowakaH,22	(Ora)	anx				
25	a-niwyam	27	aniwyamasuKaM	a-niwya{puM}{2;eka}/niwya{napuM}{1;eka}/niwya{napuM}{2;eka}	aniwya{puM}{2;eka}	viSeRaNam,27	kRaNaBaMgura	wemporary	<na-niwyam>Wn			
26	a-suKam	29	0	a-suKam{avya}/suKa{puM}{2;eka}/suKa{napuM}{1;eka}/suKa{napuM}{2;eka}	na-suKa{puM}{2;eka}	viSeRaNam,27	suKarahiwa	sorrotqul	<na-suKam>Bsmn			
27	lokam	30	lokamimaM	loka{puM}{2;eka}	loka{puM}{2;eka}	karma,29	manuRya-SarIra_ko	planew				
28	imam	26	imam	ixam{puM}{2;eka}	ixam{puM}{2;eka}	sambanXaH,27	isa	whis				
29	prApya	31	prApya	prApya{puM}{8;eka}/prApya{napuM}{8;eka}/pra_Ap1{kqw_prawyayaH:lyap;ApLz;svAxiH}/pra_Ap2{kqw_prawyayaH:lyap;ApLz;curAxiH}/prA_Ap1{kqw_prawyayaH:lyap;ApLz;svAxiH}/prA_Ap2{kqw_prawyayaH:lyap;ApLz;curAxiH}	pra_Ap1{kqw_prawyayaH:lyap;pra_ApLz;svAxiH}	pUrvakAlaH,30	prApwa_hokara	gaining				
30	Bajasva	34	Bajasva	Baj1{karwari;lot;ma;eka;AwmanepaxI;Bajaz;BvAxiH}	Baj1{karwari;lot;ma;eka;AwmanepaxI;Bajaz;BvAxiH}	aBihiwa_karwA,31.1;sakarmakaH	 BakwipUrvaka Bajana karo	are_engagex_in_loving_service				
31	mAm	33	mAm	asmax{2;eka}	asmax{2;eka}	karma,30	 merA	unwo_Me				
31.1	(wvam)	32	(0)	(yuRmax{1;eka})	(yuRmax{1;eka})	karwA,30	(wuma)	you				
